0.075,0.0002
0.1035,0.1408
0.132,0.2711
0.1605,0.3706
0.189,0.4381
0.2175,0.4808
0.246,0.503
0.2745,0.5122
0.30300000000000005,0.5157
0.3315000000000001,0.5182
0.3600000000000001,0.5122
0.3885000000000001,0.5082
0.41700000000000015,0.503
0.4455000000000002,0.5008
0.4740000000000002,0.4934
0.5025000000000002,0.488
0.5310000000000001,0.4798
0.5595000000000001,0.4756
0.5880000000000001,0.4702
0.6165,0.4619
0.645,0.457
0.6735,0.4529
0.702,0.4461
0.7304999999999999,0.4414
0.7589999999999999,0.4349
0.7874999999999999,0.4279
0.8159999999999998,0.4212
0.8444999999999998,0.4161
0.8729999999999998,0.4119
0.9014999999999997,0.4051
0.9299999999999997,0.402
0.9584999999999997,0.3984
0.9869999999999997,0.3956
1.0154999999999996,0.3936
1.0439999999999996,0.3905
1.0724999999999996,0.3872
1.1009999999999995,0.3822
1.1294999999999995,0.3791
1.1579999999999995,0.3755
1.1864999999999994,0.3725
1.2149999999999994,0.3697
1.2434999999999994,0.3661
1.2719999999999994,0.3635
1.3004999999999993,0.3603
1.3289999999999993,0.3571
1.3574999999999993,0.353
1.3859999999999992,0.3505
1.4144999999999992,0.3461
1.4429999999999992,0.3429
1.4714999999999991,0.339
1.4999999999999991,0.3367
