0.05,0.0006
0.0975,0.4432
0.14500000000000002,0.5855
0.1925,0.6263
0.24,0.6605
0.2875,0.6635
0.33499999999999996,0.6553
0.38249999999999995,0.6476
0.42999999999999994,0.6399
0.4774999999999999,0.6346
0.5249999999999999,0.6237
0.5724999999999999,0.6114
0.6199999999999999,0.6003
0.6674999999999999,0.5943
0.7149999999999999,0.5838
0.7624999999999998,0.5746
0.8099999999999998,0.5642
0.8574999999999998,0.556
0.9049999999999998,0.5477
0.9524999999999998,0.5403
0.9999999999999998,0.5346
