0.1,0.0001
0.128,0.1
0.156,0.2007
0.184,0.2896
0.212,0.3529
0.24,0.3991
0.268,0.432
0.29600000000000004,0.4502
0.32400000000000007,0.4638
0.3520000000000001,0.47
0.3800000000000001,0.4735
0.40800000000000014,0.4697
0.43600000000000017,0.472
0.4640000000000002,0.468
0.4920000000000002,0.4667
0.5200000000000002,0.463
0.5480000000000003,0.4585
0.5760000000000003,0.4546
0.6040000000000003,0.4475
0.6320000000000003,0.4434
0.6600000000000004,0.4398
0.6880000000000004,0.4346
0.7160000000000004,0.4293
0.7440000000000004,0.4268
0.7720000000000005,0.421
0.8000000000000005,0.4138
0.8280000000000005,0.4083
0.8560000000000005,0.4035
0.8840000000000006,0.3987
0.9120000000000006,0.3942
0.9400000000000006,0.3908
0.9680000000000006,0.3883
0.9960000000000007,0.3856
1.0240000000000007,0.3828
1.0520000000000007,0.3796
1.0800000000000007,0.3772
1.1080000000000008,0.3731
1.1360000000000008,0.369
1.1640000000000008,0.3663
1.1920000000000008,0.3641
1.2200000000000009,0.3617
1.2480000000000009,0.3583
1.276000000000001,0.3568
1.304000000000001,0.353
1.332000000000001,0.3498
1.360000000000001,0.3465
1.388000000000001,0.3435
1.416000000000001,0.3411
1.444000000000001,0.3376
1.472000000000001,0.3339
1.500000000000001,0.3322
